name,overall_score,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,gender,type_race,height(cm),weight(lb),eye_color,hair_color,skin_color,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Captain Boomerang (CW),6,85,15,35,35,45,90,"['Agility', 'Durability', 'Intelligence', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Weapon-based Powers', 'Weapons Master']",['Captain Boomerang (DCEU)'],['Captain Boomerang'],Earth-1,Arrow Season 3: Episode 7,DC Comics,Bad,Mercenary; formerly Intelligence Agent,Starling City,[],Male,Human,180.0,209.93,Brown,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False
Captain Boomerang (DCEU),6,85,15,25,40,40,80,"['Agility', 'Durability', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Weapon-based Powers', 'Weapons Master']",['Captain Boomerang (CW)'],"['Digger Harkness, Captain Boomerang, The Aussie']","Korumburra, Australia",Suicide Squad,DC Comics,Bad,Professional Criminal,United States,[],Male,Human,185.0,205.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
Captain Boomerang,2,60,15,40,40,40,80,"['Agility', 'Marksmanship', 'Reflexes', 'Stamina', 'Stealth', 'Weapons Master']",[],['Digger Harkness'],Australia,The Flash #117 - Here Comes Captain Boomerang! / The Mad-cap Inventors of Central City!,DC Comics,Bad,Professional Criminal,"Central City, Missouri","['Suicide Squad', 'Rogues', 'Living Assault Weapons', 'Super Buddies']",Male,Human,175.0,167.0,Brown,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False
Captain Britain,8,90,75,50,60,30,80,"['Agility', 'Durability', 'Enhanced Senses', 'Flight', 'Force Fields', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength']",[],"['Britannic, Black Bishop, Jungle Man, King of Otherworld, Merlinson']","Braddock Manor, England","Captain Britain #1 (October, 1976)",Marvel Comics,Good,"Adventurer, formerly King of Otherworld, scientist","Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London","['Captain Britain Corps', 'Super Soldiers', 'Avengers', 'Excalibur', 'Illuminati']",Male,Human,198.0,257.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True
Captain Cold (CW),2,40,10,60,45,40,80,[],['Captain Cold'],['Captain Cold'],Unknown,Unknown,DC Comics,Neutral,Thief,Unknown,[],Male,Human,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Captain Corbett,8,95,10,10,10,15,50,"['Animal Control', 'Intelligence', 'Weapon-based Powers', 'Weapons Master']",[],[''],Unknown,Unknown,Marvel Comics,Bad,Animal trainer; criminal,Old West,[],Male,Human,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Captain Epic,0,0,0,0,0,5,0,"['Jump', 'Super Speed', 'Super Strength']",[],[''],Canada,World War II,Team Epic TV,Good,Superhero,Toronto,[],Male,Unknown,188.0,209.93,Blue,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Captain Hindsight,3,65,10,85,30,10,20,"['Enhanced Senses', 'Flight', 'Super Speed']",[],[''],Unknown,"South Park S14 E11 ""Coon 2: Hindsight""",South Park,Good,Former Superhero; News Reporter,Unknown,[],Male,Human,183.14,209.93,Unknown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
Captain Mar-vell,20,85,95,90,90,100,85,"['Absorption', 'Accelerated Healing', 'Agility', 'Astral Projection', 'Bullet Time', 'Cold Resistance', 'Danger Sense', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Force Fields', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Levitation', 'Longevity', 'Marksmanship', 'Precognition', 'Radiation Absorption', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Spatial Awareness', 'Stamina', 'Super Speed', 'Super Strength', 'Vaporising Beams', 'Weapons Master']",['Photon'],"['Captain Marvel, Dr. Walter Lawson']",The city of Rad-Nam on the planet Kree-Lar in the Kree Galaxy (Greater Magellanic Cloud),MARVEL SUPERHEROES #18,Marvel Comics,Good,"Captain In The Kree Space Fleet, Adventurer",Unknown,"['Avenging Host', 'A-Force', 'Avengers']",Male,Kree,188.0,240.0,Blue,Blond,Unknown,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True
Captain Marvel II,8,90,80,25,90,35,55,"['Clairvoyance', 'Hypnokinesis', 'Intelligence', 'Invulnerability', 'Omnilingualism', 'Super Strength']",['Captain Marvel Jr. (DCEU)'],"['Captain Marvel Jr., CM3']",Unknown,"Current incarnation: (As Freddy Freeman) The Power of Shazam #3 (May, 1995)",DC Comics,Good,Adventurer,Primarily Fawcett City.,['The Outsiders'],Male,Human,175.0,165.0,Blue,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Captain Metropolis,6,85,20,25,40,45,80,"['Agility', 'Endurance', 'Flight', 'Intelligence', 'Intuitive aptitude', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Weapon-based Powers', 'Weapons Master']",[],"['Captain, Metropolis, Nelly, Nelson']",Unknown,"Watchmen #1 (September, 1986)",DC Comics,Good,"U.S Marine, Vigilante, Military Consultant",New York City,"['Watchmen', 'The Crimebusters']",Male,Human,178.0,180.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False
Captain Planet,18,75,90,75,80,100,60,"['Cryokinesis', 'Electrokinesis', 'Element Control', 'Elemental Transmogrification', 'Empathy', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Fire Control', 'Flight', 'Immortality', 'Invulnerability', 'Molecular Manipulation', 'Plant Control', 'Shapeshifting', 'Stamina', 'Sub-Mariner', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Terrakinesis', 'Water Control']",[],"[' The Captain, CP, Planet ']",Unknown,Captain Planet and the Planeteers (TV Series),Marvel Comics,Good,Unknown,Unknown,"['Captain Britain Corps', 'Gods']",Male,God / Eternal,183.14,209.93,Red,Green,Unknown,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True
Captain Price,8,95,15,20,50,40,100,"['Agility', 'Durability', 'Marksmanship', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Weapons Master']",[],"['Bravo One, Prisoner #627, Black Viking, $, Old Man']",Unknown,Call of Duty 4: Modern Warfare,Unknown,Good,"British S.A.S Captain, 22nd Regiment Member, Task Force 141 Captain",Unknown,[],Male,Human,183.0,209.93,Blue,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
Captain Soto,6,80,30,35,50,85,75,"['Agility', 'Durability', 'Endurance', 'Enhanced Memory', 'Insanity', 'Intelligence', 'Longevity', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Regeneration', 'Stamina', 'Stealth', 'Summoning', 'Super Strength', 'Weapon-based Powers', 'Weapons Master']",[],[''],Ninjago,"Season 2, Episode 2 Pirates Vs. Ninja / Set 70591 Kryptarium Prison Breakout",Unknown,Neutral,Pirate,Destiny bounty,[],Male,Human,183.14,176.0,Black,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True
Captain Stingaree,7,90,10,15,10,20,75,"['Acrobatics', 'Agility', 'Insanity', 'Weapon-based Powers', 'Weapons Master']",[],['Karl Crossman'],Unknown,Detective Comics #460,DC Comics,Bad,Professional criminal,Gotham City,[],Male,Unknown,188.0,190.0,Blue,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Captain Universe,20,80,100,100,100,100,60,"['Cold Resistance', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Senses', 'Flight', 'Heat Resistance', 'Molecular Manipulation', 'Power Augmentation', 'Uni-Power']",[],"['Guardian of Eternity, The Avenging Angel, The Hero That Could Be You']",Unknown,"Micronauts #8 (August, 1979)",Marvel Comics,Neutral,Unknown,Unknown,[],Unknown,Cosmic Entity,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Castiel,28,95,10,40,100,100,90,"['Accelerated Healing', 'Adaptation', 'Astral Projection', 'Cold Resistance', 'Durability', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Fire Control', 'Immortality', 'Intelligence', 'Invulnerability', 'Marksmanship', 'Omnilingualism', 'Possession', 'Reflexes', 'Stamina', 'Super Strength', 'Teleportation', 'Time Travel', 'Weapons Master']",[],[''],Heaven,Unknown,Wildstorm,Good,"Fallen Angel, Hunter",Unknown,[],Unknown,God / Eternal,183.14,209.93,Green,Black,Unknown,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True
Cat,4,70,10,40,15,15,90,"['Agility', 'Enhanced Senses', 'Jump', 'Stamina', 'Super Strength']",[],[''],"Chicago, Illinois",The Cat #1,Marvel Comics,Good,Model,"Chicago, Illinois",[],Female,Unknown,173.0,135.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
Catwoman (Dark Knight),7,85,10,70,80,40,90,"['Agility', 'Animal Attributes', 'Danger Sense', 'Dexterity', 'Empathy', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Weapon-based Powers', 'Weapons Master']","['Catwoman', 'Catwoman (Arkham)', 'Catwoman (Injustice)', 'Catwoman (New 52)']",['Cat Woman'],Unknown,Batman begins,DC Comics,Neutral,Thief,Unknown,[],Female,Human,173.0,209.93,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False
Catwoman (Injustice),9,95,10,50,45,50,100,"['Agility', 'Animal Attributes', 'Dexterity', 'Empathy', 'Peak Human Condition', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Weapons Master']","['Catwoman', 'Catwoman (Arkham)', 'Catwoman (Dark Knight)', 'Catwoman (New 52)']",[''],Unknown,Injustice: Gods Among Us,DC Comics,Bad,Unknown,Unknown,[],Female,Human,173.0,134.0,Green,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
Catwoman,6,85,10,25,30,45,85,"['Agility', 'Animal Attributes', 'Danger Sense', 'Dexterity', 'Empathy', 'Endurance', 'Hacking', 'Illumination', 'Intelligence', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Summoning', 'Wallcrawling', 'Weapon-based Powers', 'Weapons Master']","['Catwoman (Arkham)', 'Catwoman (Dark Knight)', 'Catwoman (Injustice)', 'Catwoman (New 52)']","['The Cat, Irena Dubrovna, Elva Barr, Sadie Kelowski, Madame Moderne, Marguerite Tone']",Gotham City,Detective Comics #569,DC Comics,Bad,Thief,Gotham City,"['Batman Family', 'The Outsiders', 'Birds of Prey', 'Injustice League', 'Secret Society of Super-Villains', 'Female Furies']",Female,Human,175.0,135.0,Green,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,False
Caulifla,16,80,100,100,100,100,100,"['Accelerated Healing', 'Adaptation', 'Agility', 'Danger Sense', 'Duplication', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Hearing', 'Enhanced Senses', 'Flight', 'Force Fields', 'Illusions', 'Invulnerability', 'Jump', 'Levitation', 'Marksmanship', 'Portal Creation', 'Power Augmentation', 'Power Sense', 'Radar Sense', 'Reflexes', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength']",[],['Sis'],Universe 6,"Dragon Ball Super: Volume 6, Chapter 32 (January 20, 2018)",Shueisha,Neutral,Leader of Saiyan Punks,Universe 6,[],Female,Saiyan,183.14,209.93,Black,Black,Unknown,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,True
